# Helldivers 2 structural resource inventory
# Read with filediver v0.7.40 -lf '%T\t%N' against the retail install, 2026-08-15.
# Types with >1000 members (wwise_stream, physics, unit, animation, texture, material)
# are summarised in the type histogram below rather than listed in full;
# the faction unit roster IS listed, because that is the part the notes argue from.

## type histogram (all 26,514 resources)
    16666 wwise_stream
unit	content/fac_helldivers/hellpod/health_pack_rack/health_pack
unit	content/fac_helldivers/hellpod/hellbomb/hellbomb
unit	content/fac_helldivers/hellpod/hellbomb/hellbomb_prop
unit	content/fac_helldivers/hellpod/hellbomb_defunct/hellbomb_defunct
unit	content/fac_helldivers/hellpod/hellpod/hellpod
unit	content/fac_helldivers/hellpod/hellpod_jammed/hellpod_jammed
unit	content/fac_helldivers/hellpod/hellpod_lid/hellpod_lid
unit	content/fac_helldivers/hellpod/landingzone_beacon/landingzone_beacon
unit	content/fac_helldivers/hellpod/laser_cannon_turret/laser_cannon_turret
unit	content/fac_helldivers/hellpod/manned_turret/manned_turret
unit	content/fac_helldivers/hellpod/mine_launcher/mine_launcher
unit	content/fac_helldivers/hellpod/mine_launcher/mine_launcher_prop
unit	content/fac_helldivers/hellpod/mine_launcher_tank_mine/mine_launcher_tank_mine
unit	content/fac_helldivers/hellpod/mini_missile_silo/mini_missile_silo
unit	content/fac_helldivers/hellpod/mini_missile_silo/mini_missile_silo_missile
unit	content/fac_helldivers/hellpod/mortar_turret/mortar_turret
unit	content/fac_helldivers/hellpod/mortar_turret/mortar_turret_prop
unit	content/fac_helldivers/hellpod/rocket_turret/rocket_turret
unit	content/fac_helldivers/hellpod/rocket_turret/rocket_turret_prop
unit	content/fac_helldivers/hellpod/sos_beacon/sos_beacon
unit	content/fac_helldivers/hellpod/tesla_turret/tesla_turret
unit	content/fac_helldivers/hellpod/turret/turret
unit	content/fac_helldivers/hellpod/turret/turret_ammo_box
unit	content/fac_helldivers/hellpod/turret/turret_prop
unit	content/fac_helldivers/hellpod/turret_machinegun_gpmg/turret_machinegun_gpmg
unit	content/fac_helldivers/hellpod/weapon_rack/weapon_rack
unit	content/fac_helldivers/vehicles/combat_walker/combat_walker
unit	content/fac_helldivers/vehicles/combat_walker_anti_tank_cannon/combat_walker_anti_tank_cannon
unit	content/fac_helldivers/vehicles/combat_walker_autocannon/combat_walker_autocannon_left
unit	content/fac_helldivers/vehicles/combat_walker_autocannon/combat_walker_autocannon_right
unit	content/fac_helldivers/vehicles/combat_walker_flak_cannon/combat_walker_flak_cannon
unit	content/fac_helldivers/vehicles/combat_walker_flamethrower/combat_walker_flamethrower
unit	content/fac_helldivers/vehicles/combat_walker_missile/combat_walker_missile
unit	content/fac_helldivers/vehicles/combat_walker_missle_launcher/combat_walker_missle_launcher
unit	content/fac_helldivers/vehicles/combat_walker_shield/combat_walker_shield
unit	content/fac_helldivers/vehicles/combat_walker_turret/combat_walker_turret
unit	content/fac_helldivers/vehicles/combat_walker_wreck/combat_walker_wreck
unit	content/fac_helldivers/vehicles/eagle/eagle
unit	content/fac_helldivers/vehicles/eagle/weapons/eagle_bomb
unit	content/fac_helldivers/vehicles/eagle/weapons/eagle_gunpod
unit	content/fac_helldivers/vehicles/eagle/weapons/eagle_missile
unit	content/fac_helldivers/vehicles/eagle/weapons/eagle_rocket
unit	content/fac_helldivers/vehicles/eagle/weapons/eagle_rocket_pod
unit	content/fac_helldivers/vehicles/frv/armaments/frv_mg/frv_mg
unit	content/fac_helldivers/vehicles/frv/frv
unit	content/fac_helldivers/vehicles/frv_heavy/armaments/frv_flamer_fuel_tank/frv_flamer_fuel_tank
unit	content/fac_helldivers/vehicles/frv_heavy/armaments/frv_flamethrower/frv_flamethrower
unit	content/fac_helldivers/vehicles/frv_heavy/frv_flamer
unit	content/fac_helldivers/vehicles/frv_supply/armaments/frv_supply_rack/frv_supply_rack
unit	content/fac_helldivers/vehicles/frv_supply/frv_supply
unit	content/fac_helldivers/vehicles/oilrig/oil_rig
unit	content/fac_helldivers/vehicles/oilrig/oilrig_tank
unit	content/fac_helldivers/vehicles/shuttle_gunship/shuttle_gunship
unit	content/fac_helldivers/vehicles/shuttle_gunship/turrets/shuttle_gunship_turret_hmg
unit	content/fac_helldivers/vehicles/shuttle_gunship_static/shuttle_gunship_static
unit	content/fac_helldivers/vehicles/shuttle_tanker/shuttle_tanker
unit	content/fac_helldivers/vehicles/shuttle_transport/shuttle_transport
unit	content/fac_helldivers/vehicles/shuttle_transport_personnel/shuttle_transport_personnel
unit	content/fac_helldivers/vehicles/tank/tank
unit	content/fac_illuminate/cha_beamer_champion/cha_beamer_champion
unit	content/fac_illuminate/cha_corrupted/cha_corrupted
unit	content/fac_illuminate/cha_corrupted/cha_corrupted_v2
unit	content/fac_illuminate/cha_corrupted/cha_corrupted_v3
unit	content/fac_illuminate/cha_exomech_melee/cha_exomech_melee
unit	content/fac_illuminate/cha_exomech_ranged/cha_exomech_ranged
unit	content/fac_illuminate/cha_illuminate_guy_staff/cha_illuminate_guy_staff
unit	content/fac_illuminate/cha_illuminate_guy_staff/cha_illuminate_guy_staff_fake
unit	content/fac_illuminate/cha_jet_champion/cha_jet_champion
unit	content/fac_illuminate/cha_meatglue/cha_meatglue
unit	content/fac_illuminate/cha_observer/cha_observer
unit	content/fac_illuminate/cha_tripod/cha_tripod
unit	content/fac_illuminate/equipment/illuminate_adept_circle/illuminate_adept_circle
unit	content/fac_illuminate/equipment/illuminate_warmachine_bombball/illuminate_warmachine_bombball
unit	content/fac_illuminate/equipment/weapons/beamer_champion_gun/beamer_champion_gun
unit	content/fac_illuminate/equipment/weapons/jet_champion_grenade/jet_champion_grenade
unit	content/fac_illuminate/equipment/weapons/jet_champion_rifle/jet_champion_rifle
unit	content/fac_illuminate/equipment/weapons/pathfinder_lightspear/pathfinder_lightspear
unit	content/fac_illuminate/vehicles/armaments/illuminate_turret_warmachine/illuminate_turret_wm_cannon
unit	content/fac_illuminate/vehicles/illuminate_attack_ship/illuminate_attack_ship
unit	content/fac_illuminate/vehicles/illuminate_attack_ship_destroyed
unit	content/fac_illuminate/vehicles/illuminate_dropship/illuminate_dropship
unit	content/fac_illuminate/vehicles/illuminate_war_machine/illuminate_war_machine
unit	content/fac_super_earth/bridge_personnel/cha_admiral_male/cha_admiral_male
unit	content/fac_super_earth/bridge_personnel/cha_logistic_officer_female/cha_logistic_officer_female
unit	content/fac_super_earth/bridge_personnel/cha_personnel_female/cha_cargo_worker_female
unit	content/fac_super_earth/bridge_personnel/cha_personnel_female/cha_eagle_pilot_female
unit	content/fac_super_earth/bridge_personnel/cha_personnel_female/cha_fire_support_female
unit	content/fac_super_earth/bridge_personnel/cha_personnel_female/cha_helmsman_female
unit	content/fac_super_earth/bridge_personnel/cha_personnel_female/cha_mechanic_female
unit	content/fac_super_earth/bridge_personnel/cha_personnel_male/cha_cargo_worker_male
unit	content/fac_super_earth/bridge_personnel/cha_personnel_male/cha_fire_support_male
unit	content/fac_super_earth/bridge_personnel/cha_personnel_male/cha_helmsman_male
unit	content/fac_super_earth/bridge_personnel/cha_personnel_male/cha_mechanic_male
unit	content/fac_super_earth/bridge_personnel/cha_science_officer_female/cha_science_officer_female
unit	content/fac_super_earth/bridge_personnel/generic_human/generic_human
unit	content/fac_super_earth/cha_seaf/cha_seaf
unit	content/fac_super_earth/cha_soldier_ship/cha_soldier_ship
unit	content/fac_super_earth/equipment/support_weapons/shotgun_doublebarrel/shotgun_doublebarrel
unit	content/fac_super_earth/mannequin/mannequin
unit	content/fac_super_earth/vehicles/forklift/forklift
